Platform,Content_Type,Category,Follower_Count,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Has_Media,Is_Verified,Score
YouTube,Short,Food,214531,14,Sunday,1,452,Positive,False,False,0.8659495924000457
Twitter,Retweet,Health,20839,15,Sunday,7,386,Neutral,True,True,0.5200804281381627
Facebook,Live,Food,319603,8,Monday,9,155,Neutral,True,False,0.4409547339782283
Instagram,Reel,Technology,199237,10,Monday,4,575,Positive,True,True,0.49194727689362194
YouTube,Live,Gaming,112993,10,Monday,12,72,Neutral,True,True,0.7774818691983298
Instagram,Reel,Technology,132657,13,Monday,20,240,Negative,True,True,0.5304667530329638
Facebook,Post,Entertainment,4182,15,Monday,18,1236,Neutral,True,False,0.5556503478479099
Instagram,Reel,Fitness,266771,19,Monday,1,566,Positive,True,False,0.4511067209978274
Facebook,Post,Sports,178263,2,Tuesday,17,1057,Negative,True,True,0.5385818252722285
Instagram,Story,Fitness,292364,6,Tuesday,4,676,Negative,False,False,0.28709304363266397
Instagram,Photo,Lifestyle,211409,7,Tuesday,3,1203,Positive,True,False,0.2939148419912295
Instagram,Carousel,Lifestyle,67914,14,Tuesday,7,680,Positive,True,False,0.4785200235251564
Twitter,Poll,Fitness,32271,18,Tuesday,24,373,Positive,True,False,0.3606978114209363
LinkedIn,Article,Fashion,58719,22,Tuesday,13,1462,Neutral,True,False,0.04868575742207733
Twitter,Retweet,Food,411441,23,Tuesday,4,836,Positive,False,False,0.43853661205897027
TikTok,Video,Education,426032,3,Wednesday,27,109,Positive,True,True,0.8868481124183744
TikTok,Video,Health,398128,4,Wednesday,27,403,Positive,True,False,0.7662549779645091
Twitter,Thread,Health,189659,8,Wednesday,12,1245,Positive,False,False,0.5610320867278993
Facebook,Live,Fashion,312388,13,Wednesday,25,253,Positive,False,False,0.3495652980082241
Instagram,Carousel,Health,360088,1,Thursday,19,839,Neutral,True,False,0.517272750482526
LinkedIn,Post,Fashion,475457,1,Thursday,14,177,Positive,True,False,0.3799541518991505
Instagram,Reel,Health,455201,2,Thursday,9,463,Positive,True,False,0.4410022762064646
TikTok,Video,Fashion,99489,8,Thursday,25,139,Positive,True,False,0.8678913810497
Facebook,Story,Technology,220755,13,Thursday,2,1181,Positive,True,True,0.25937986844130095
Instagram,Carousel,Fashion,4296,14,Thursday,20,1600,Positive,True,False,0.24282097005018674
LinkedIn,Post,Food,101847,15,Thursday,29,486,Neutral,True,False,0.3350009181551054
YouTube,Short,Fashion,194760,16,Thursday,13,418,Neutral,True,False,0.8234854749605935
Facebook,Post,Education,453167,17,Thursday,28,956,Positive,True,False,0.4116600391830173
YouTube,Video,Gaming,188811,17,Thursday,24,544,Positive,False,False,0.8199202282697264
Facebook,Video,Business,205827,20,Thursday,3,529,Positive,True,False,0.40070385625661037
Instagram,Reel,Entertainment,488571,1,Friday,1,481,Negative,True,True,0.3481267601122474
TikTok,Stitch,Health,302622,2,Friday,23,172,Positive,True,False,0.8410959022844714
Twitter,Poll,Lifestyle,116916,2,Friday,23,135,Positive,True,False,0.6156736186735798
Instagram,Carousel,Fashion,366133,2,Friday,17,770,Positive,False,False,0.5397055573544717
Instagram,Story,Gaming,169991,7,Friday,16,1985,Neutral,True,False,0.4797361431961947
Facebook,Live,Fashion,208476,15,Friday,13,313,Neutral,False,False,0.5568764327756592
TikTok,Stitch,Technology,421285,23,Friday,25,403,Neutral,True,True,0.7089794565705632
LinkedIn,Poll,Food,109393,0,Saturday,25,1847,Neutral,True,True,0.24848898959729243
TikTok,Video,Fashion,304302,1,Saturday,0,117,Positive,True,False,0.7481716943139078
Twitter,Thread,Gaming,60305,18,Saturday,24,502,Neutral,False,True,0.6497571219772365
LinkedIn,Post,Gaming,470879,21,Saturday,22,1730,Positive,True,False,0.18449866878510687
Instagram,Photo,Sports,93906,21,Saturday,24,133,Positive,True,True,0.4932531441471809
Facebook,Post,Travel,335558,0,Sunday,20,1925,Neutral,False,False,0.5697410997224497
Twitter,Thread,Education,212021,10,Sunday,9,457,Positive,True,False,0.5470364800187458
Facebook,Video,Gaming,203357,18,Sunday,26,594,Positive,True,False,0.59519539419135
Twitter,Retweet,Entertainment,354262,18,Sunday,21,1886,Neutral,True,True,0.14126236163569583
LinkedIn,Post,Food,31393,18,Sunday,15,1878,Neutral,True,False,0.15441300773664335
YouTube,Community Post,Fashion,293866,21,Sunday,29,1371,Negative,True,True,0.8826640655061521
TikTok,Stitch,Food,405948,2,Monday,1,440,Negative,True,True,0.6002659405117295
Twitter,Poll,Lifestyle,340226,2,Monday,17,1923,Positive,True,False,0.6022501509000096
Twitter,Thread,Education,272967,7,Monday,19,1959,Positive,True,False,0.37077184568356897
TikTok,Video,Food,252259,19,Monday,9,28,Positive,True,False,0.8863075306170378
Facebook,Story,Gaming,300791,21,Monday,2,1391,Neutral,True,False,0.5906496774103708
YouTube,Short,Fitness,449912,8,Tuesday,16,64,Negative,True,False,0.8423441322640359
LinkedIn,Poll,Lifestyle,122611,11,Tuesday,24,695,Negative,True,False,0.3811291129670137
Instagram,Story,Food,467655,5,Wednesday,20,514,Positive,True,False,0.43972472303075827
TikTok,Video,Travel,496262,6,Wednesday,1,391,Positive,True,True,0.7934644490545317
Twitter,Poll,Travel,443722,10,Wednesday,14,314,Positive,True,False,0.4951597956400603
Facebook,Live,Travel,461642,12,Wednesday,1,409,Neutral,True,True,0.5444920324092488
Instagram,Photo,Fitness,144106,14,Wednesday,2,474,Positive,True,True,0.5245335811904911
Instagram,Photo,Education,250300,16,Wednesday,19,214,Neutral,False,False,0.4171096507309985
Instagram,Reel,Fashion,56721,17,Wednesday,10,394,Positive,True,False,0.33936223019546796
YouTube,Short,Education,461273,18,Wednesday,27,433,Positive,True,False,0.7532592528052535
Instagram,Reel,Fitness,217506,0,Thursday,5,372,Neutral,True,False,0.2037290045394655
Twitter,Tweet,Fitness,443944,3,Thursday,5,408,Positive,True,False,0.4781760377623301
Twitter,Poll,Fitness,340932,7,Thursday,0,1428,Positive,True,False,0.38059067621806647
Instagram,Story,Fitness,92879,11,Thursday,2,607,Neutral,True,True,0.5012626629516237
Instagram,Reel,Sports,65758,12,Thursday,6,503,Neutral,False,True,0.2996890456460055
LinkedIn,Document,Education,104804,19,Thursday,1,708,Neutral,True,False,0.436214974380397
LinkedIn,Article,Health,61132,19,Thursday,13,1887,Negative,True,True,0.33637785967330447
Twitter,Tweet,Food,148516,6,Friday,21,375,Positive,True,False,0.4566839315962605
LinkedIn,Post,Gaming,402183,8,Friday,10,1294,Negative,True,False,0.34982385080289036
Facebook,Story,Entertainment,354582,8,Friday,26,675,Neutral,True,False,0.4439736972516698
TikTok,Duet,Business,421644,12,Friday,22,172,Neutral,True,False,0.9466928024575151
Twitter,Retweet,Gaming,190737,20,Friday,29,1163,Negative,True,False,0.4515785220322669
Twitter,Thread,Fitness,490512,20,Friday,9,172,Neutral,True,False,0.22482393885400984
Twitter,Tweet,Travel,489332,22,Friday,24,516,Positive,False,False,0.6086692406546975
Twitter,Thread,Education,439863,1,Saturday,1,629,Negative,True,False,0.46127078865647875
Twitter,Poll,Fitness,145744,2,Saturday,26,1181,Positive,False,False,0.2842665261096816
LinkedIn,Document,Lifestyle,475801,6,Saturday,18,1928,Neutral,True,False,0.3910329306882692
Facebook,Video,Health,352542,8,Saturday,27,571,Positive,True,True,0.3178760355697727
YouTube,Community Post,Health,151601,14,Saturday,4,1281,Positive,False,True,0.7714544041267395
Facebook,Video,Education,109765,19,Saturday,27,446,Negative,True,True,0.42918260439831557
Instagram,Carousel,Lifestyle,194918,20,Saturday,4,672,Neutral,True,False,0.5293017625745602
Facebook,Post,Business,12113,22,Saturday,0,276,Positive,True,False,0.6018781365942248
Twitter,Poll,Business,146412,1,Sunday,13,1262,Neutral,False,False,0.5734035290422064
Instagram,Carousel,Fashion,113245,9,Sunday,21,1355,Neutral,True,False,0.4655712305290025
YouTube,Community Post,Education,263047,10,Sunday,25,1465,Positive,True,False,0.6897375457040065
Facebook,Video,Sports,401795,12,Sunday,4,217,Neutral,True,False,0.6087284422072065
Twitter,Tweet,Travel,418708,14,Sunday,2,743,Positive,True,True,0.5399147708498298
TikTok,Video,Entertainment,405347,15,Sunday,23,235,Neutral,True,True,0.9343158272424334
YouTube,Video,Food,414582,17,Sunday,16,447,Neutral,True,False,0.5502703426009686
Facebook,Live,Fashion,182437,20,Sunday,5,162,Positive,False,False,0.5069425806593012
Instagram,Reel,Fashion,400246,21,Sunday,0,488,Negative,True,True,0.3994093003487787
LinkedIn,Article,Travel,385448,23,Sunday,28,833,Neutral,True,True,0.41391408809238706
LinkedIn,Document,Education,18379,6,Monday,22,1028,Positive,True,False,0.296446472106819
Facebook,Video,Technology,42845,6,Monday,12,111,Positive,True,True,0.17342367823981927
LinkedIn,Poll,Lifestyle,377316,13,Monday,26,477,Positive,True,False,0.38050892601966274
Instagram,Carousel,Education,196277,15,Monday,23,832,Negative,False,False,0.516108796866011
Twitter,Retweet,Food,123155,16,Monday,19,758,Positive,True,False,0.5435974971412775
TikTok,Duet,Fashion,63468,20,Monday,6,84,Positive,True,False,0.8242176953089425
LinkedIn,Document,Lifestyle,110760,21,Monday,8,1367,Neutral,True,False,0.4139696753445653
Twitter,Tweet,Fashion,316762,3,Tuesday,27,1021,Neutral,True,False,0.4467844869634369
TikTok,Video,Technology,95745,8,Tuesday,5,431,Positive,True,True,0.9269313321906649
LinkedIn,Poll,Travel,245472,10,Tuesday,25,908,Negative,True,False,0.24338377151977086
TikTok,Stitch,Food,107389,14,Tuesday,17,92,Positive,True,True,0.7175361983065126
Twitter,Thread,Health,272360,22,Tuesday,19,131,Positive,True,False,0.5339992460012699
TikTok,Duet,Gaming,391827,2,Wednesday,18,211,Negative,False,False,0.9019650528821599
Instagram,Story,Health,392185,2,Wednesday,16,122,Positive,True,False,0.44786815915825073
Facebook,Video,Food,28234,5,Wednesday,5,173,Neutral,True,False,0.4532762237073071
Instagram,Carousel,Sports,115059,8,Wednesday,15,435,Positive,True,False,0.3825016229074125
Facebook,Post,Lifestyle,3693,10,Wednesday,28,1425,Positive,True,True,0.4197247450628424
Instagram,Photo,Technology,261869,13,Wednesday,0,680,Neutral,False,False,0.4562049450590681
Facebook,Video,Sports,79586,13,Wednesday,21,356,Neutral,True,False,0.5621855112058936
TikTok,Video,Business,142529,16,Wednesday,21,298,Positive,False,False,0.9656869470829437
Twitter,Thread,Entertainment,421673,17,Wednesday,22,1952,Neutral,True,False,0.3259277858621035
Instagram,Story,Food,166533,17,Wednesday,2,108,Positive,True,False,0.3641535095356848
TikTok,Stitch,Technology,163888,18,Wednesday,5,443,Positive,True,False,0.9409375215803367
Instagram,Photo,Fashion,48112,19,Wednesday,14,504,Neutral,True,False,0.2980716215865271
Facebook,Live,Fashion,420123,23,Wednesday,21,562,Positive,True,False,0.5739995437024966
Instagram,Photo,Entertainment,382906,3,Thursday,7,1285,Neutral,True,True,0.5213139095429695
YouTube,Community Post,Entertainment,351974,14,Thursday,20,728,Positive,True,False,0.8471757637701609
TikTok,Duet,Business,86109,16,Thursday,16,293,Positive,True,False,0.920287292419146
TikTok,Stitch,Education,175795,19,Thursday,9,527,Negative,False,False,0.8023144516938824
Instagram,Reel,Gaming,481723,12,Friday,13,73,Positive,True,False,0.47382585187080767
Facebook,Live,Fashion,289720,12,Friday,7,31,Positive,True,True,0.6221667151652848
Facebook,Live,Fitness,28134,15,Friday,24,565,Positive,True,False,0.5120578843055574
LinkedIn,Poll,Technology,352750,16,Friday,11,348,Neutral,True,True,0.2768584719221149
LinkedIn,Article,Business,41475,19,Friday,8,1715,Positive,False,False,0.31351830487465454
Instagram,Reel,Fashion,113545,1,Saturday,2,226,Positive,True,False,0.48018907487101925
Instagram,Story,Education,43751,8,Saturday,0,569,Positive,True,False,0.3058828080291809
TikTok,Stitch,Travel,143504,14,Saturday,18,87,Neutral,True,False,0.834758707645673
Instagram,Story,Sports,77714,14,Saturday,3,1305,Neutral,True,True,0.33981267227474976
TikTok,Stitch,Sports,86798,16,Saturday,6,42,Neutral,True,False,0.8512757484968999
Facebook,Live,Education,431619,23,Saturday,15,584,Neutral,True,True,0.38715785280001097
Facebook,Live,Lifestyle,468043,5,Sunday,13,135,Positive,True,True,0.4656089829238238
Facebook,Live,Health,50611,6,Sunday,25,438,Positive,True,False,0.5053721309476199
Twitter,Thread,Lifestyle,242126,8,Sunday,20,1054,Positive,True,False,0.4356704251166271
Twitter,Tweet,Fitness,16300,20,Sunday,6,143,Negative,True,False,0.5684306064043193
YouTube,Short,Health,366156,0,Monday,1,546,Positive,True,True,0.7827618280954425
TikTok,Stitch,Health,424418,3,Monday,0,246,Positive,True,True,0.6970984719311409
Facebook,Story,Sports,270739,8,Monday,8,1010,Neutral,False,True,0.34952393646584895
Twitter,Thread,Entertainment,333858,11,Monday,26,988,Positive,True,False,0.554345407140952
LinkedIn,Post,Fitness,437850,11,Monday,18,1615,Positive,True,True,0.35241408421397197
Instagram,Reel,Lifestyle,373979,14,Monday,2,221,Neutral,True,True,0.5112753319594278
Facebook,Post,Sports,400800,0,Tuesday,4,1514,Neutral,True,False,0.3710286575351047
Twitter,Thread,Business,399416,2,Tuesday,15,1793,Neutral,True,False,0.5827363112075816
TikTok,Video,Health,240279,3,Tuesday,29,115,Negative,False,True,0.7342373310350097
Instagram,Carousel,Food,480526,6,Tuesday,21,1711,Neutral,True,False,0.4997061103490366
Instagram,Photo,Education,303630,11,Tuesday,20,655,Neutral,True,False,0.27210539190346883
YouTube,Community Post,Food,145672,12,Tuesday,2,541,Positive,True,True,0.7210545075693509
Instagram,Story,Sports,50366,5,Wednesday,4,908,Neutral,True,False,0.5393515344169392
Twitter,Poll,Gaming,117766,6,Wednesday,26,521,Neutral,True,True,0.5832738619496649
YouTube,Short,Fashion,263912,8,Wednesday,6,211,Positive,True,False,0.8730928926988215
Instagram,Story,Travel,287449,10,Wednesday,16,1701,Positive,True,False,0.4722708383223717
LinkedIn,Poll,Technology,442808,17,Wednesday,4,1329,Positive,True,False,0.08289961063495273
Instagram,Photo,Gaming,369387,21,Wednesday,26,114,Negative,True,True,0.4617503329163179
Twitter,Thread,Fashion,428072,2,Thursday,8,646,Positive,True,False,0.3964532486718807
Twitter,Poll,Fashion,304264,4,Thursday,14,936,Neutral,True,False,0.5543169264810596
TikTok,Stitch,Health,342408,5,Thursday,29,237,Positive,True,True,0.739778527803569
Twitter,Retweet,Education,355481,13,Thursday,8,317,Negative,True,True,0.5608841241795659
Twitter,Poll,Business,157620,13,Thursday,25,1963,Negative,True,True,0.5895051043814248
Facebook,Live,Sports,472811,15,Thursday,22,309,Negative,False,False,0.543941501704339
Twitter,Thread,Travel,143400,0,Friday,22,1719,Positive,True,False,0.5612182208299297
Facebook,Post,Health,172333,2,Friday,14,300,Positive,False,False,0.45270871381998795
Facebook,Post,Technology,135479,13,Friday,11,1935,Negative,True,True,0.48071532012025325
Instagram,Reel,Entertainment,340929,15,Friday,0,463,Positive,True,False,0.4659520124111243
Instagram,Photo,Lifestyle,454678,17,Friday,23,1622,Neutral,False,False,0.32982693797763973
Facebook,Video,Education,417428,18,Friday,17,239,Positive,True,False,0.5454727554515061
Facebook,Story,Entertainment,78448,22,Friday,22,950,Negative,True,False,0.4724330408251052
YouTube,Community Post,Fitness,256381,23,Friday,0,1337,Positive,True,True,0.909505903442904
Facebook,Live,Sports,186496,0,Saturday,16,236,Neutral,True,False,0.40858493123826073
Instagram,Reel,Health,435732,4,Saturday,28,393,Positive,True,False,0.4652005009405389
Instagram,Carousel,Fitness,299336,6,Saturday,25,1723,Positive,False,False,0.501440335367629
YouTube,Community Post,Fashion,219211,9,Saturday,14,214,Positive,True,False,0.8410377859812971
Instagram,Reel,Food,475755,9,Saturday,24,350,Negative,True,False,0.3725719721012261
Instagram,Story,Food,300963,13,Saturday,7,1063,Negative,True,False,0.42003645950149987
Twitter,Tweet,Education,228907,19,Saturday,29,345,Positive,True,False,0.6435547720533212
YouTube,Video,Health,291840,23,Saturday,23,313,Neutral,False,True,0.8608425733064397
Facebook,Live,Gaming,327745,23,Saturday,1,504,Neutral,True,True,0.5495356033362453
Facebook,Story,Fitness,234220,0,Sunday,5,1771,Positive,True,False,0.5294065714546483
Instagram,Carousel,Entertainment,138058,1,Sunday,8,55,Positive,True,True,0.4342161454555318
TikTok,Duet,Education,259397,3,Sunday,0,406,Positive,True,True,0.92816867683374
Instagram,Reel,Sports,126894,6,Sunday,2,435,Positive,True,True,0.20186476716253896
TikTok,Stitch,Sports,412755,9,Sunday,20,248,Neutral,True,False,0.8744370943066762
Facebook,Live,Technology,320247,6,Monday,23,597,Positive,True,True,0.23999056198970098
TikTok,Duet,Lifestyle,292120,6,Monday,1,552,Negative,True,False,0.887771348319464
Twitter,Poll,Business,468954,8,Monday,15,1646,Positive,True,True,0.42712128655608594
TikTok,Stitch,Technology,33052,8,Monday,21,98,Neutral,True,True,0.7257436568405229
TikTok,Video,Gaming,489197,13,Monday,0,422,Neutral,True,False,0.8372574097741001
Instagram,Story,Health,87259,15,Monday,27,1538,Neutral,True,False,0.2619973704932865
Twitter,Retweet,Business,369254,21,Monday,1,490,Neutral,True,False,0.255213392485826
Facebook,Post,Fitness,337878,0,Tuesday,2,1751,Positive,True,False,0.2470178425832631
Instagram,Reel,Entertainment,45049,6,Tuesday,5,227,Neutral,True,False,0.4379267113727381
Facebook,Live,Travel,92599,9,Tuesday,13,545,Positive,True,False,0.25749165606808433
Facebook,Live,Fitness,32264,14,Tuesday,25,388,Neutral,True,False,0.29610419979704794
Instagram,Carousel,Sports,257303,19,Tuesday,8,966,Positive,True,False,0.3364944379206789
YouTube,Live,Entertainment,414839,22,Tuesday,28,542,Positive,True,False,0.7734767033146256
Instagram,Photo,Travel,318767,9,Wednesday,4,1500,Negative,True,True,0.5113051852285116
Facebook,Live,Health,200731,9,Wednesday,3,156,Neutral,False,False,0.5815215561530241
Twitter,Poll,Lifestyle,303391,10,Wednesday,3,105,Neutral,True,False,0.4471330404999827
Instagram,Photo,Entertainment,90161,20,Wednesday,25,994,Negative,True,True,0.5123159529425704
Facebook,Story,Sports,120923,21,Wednesday,18,633,Neutral,False,False,0.39971116607338486
YouTube,Short,Entertainment,316131,1,Thursday,12,452,Positive,False,False,0.5615753121992592
Facebook,Post,Food,427169,8,Thursday,17,850,Neutral,True,False,0.4503225525295794
LinkedIn,Document,Business,188468,10,Thursday,15,274,Positive,True,False,0.25691054268360886
TikTok,Video,Fitness,58975,10,Thursday,6,434,Positive,True,False,0.8870340833002045
Instagram,Photo,Gaming,188042,15,Thursday,27,802,Positive,True,False,0.5265536369464163
TikTok,Stitch,Gaming,272034,16,Thursday,5,351,Positive,True,False,0.8934209827996812
Twitter,Thread,Sports,381137,16,Thursday,25,781,Positive,True,True,0.40256517728029584
